,job_title,job_link,company_name,company_link,salary,currency,category,contract,experience,benefit,requirement,industry,company_size,company_location,job_location,posted,updated,scrapped_time
1637,IOS Developer ,https://glints.com/vn/opportunities/jobs/ios-developer/ad5f3c20-687f-4fc0-8061-5ef932da94aa,OKXE,https://glints.com/vn/companies/okxe/eaccd4b0-b7ec-4cff-a057-0db2990bc4c8,VND55.000.000/month,VND,Software Engineering,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"iOS Development,Svn,Core Animation,Swift,Mercurial,Git,Core Data",,51-200 nhân viên,"Địa chỉ văn phòngTòa nhà Sao Mai - Tầng 11, số 19 Lê Văn Lương, P. Nhân Chính, Q. Thanh Xuân.",Ho Chi Minh City,29 ngày trước,nhật 29 ngày trước,2022-11-11 16:08:38
1638,Purchasing Specialist,https://glints.com/vn/opportunities/jobs/purchasing-specialist/52f717e8-0840-4bee-b64e-d89f56408e0d,Cj Cgv Việt Nam,https://glints.com/vn/companies/cj-cgv-viet-nam/cd029c84-85a5-43ca-b6c1-f900c7f80796,,,Business Development / Sales,Việc làm fulltime,3 - 5 năm kinh nghiệm,,"Computer Science,Good Communication Skills,Lobby & Negotiation skill,Strategic Planning,Teamwork And Interpersonal Skills",Entertainment,501 - 1000 nhân viên,"Địa chỉ văn phòng7/28 Thành Thái, Ward 14, District 10, HCMC",Ho Chi Minh City,6 tháng trước,nhật 2 ngày trước,2022-11-11 16:08:46
1639,Software Developer,https://glints.com/vn/opportunities/jobs/software-developer/8a26862e-c1e8-447d-96bc-3ebedf980b62,DEK Technologies,https://glints.com/vn/companies/dek-technologies/38b2b898-660e-4708-a087-ea5d58180dc0,IDR100 - 200/month,IDR,Business Development / Sales,Việc làm fulltime,3 - 5 năm kinh nghiệm,,"English Communication,Software Development,Coding Skills",Information Technology and Services,501 - 1000 nhân viên,,Ho Chi Minh City,11 ngày trước,nhật 11 ngày trước,2022-11-11 16:08:53
1640,QC/Tester,https://glints.com/vn/opportunities/jobs/qc-tester/8603337c-2fdd-4aed-83e3-8b437c624124,Source Of Asia,https://glints.com/vn/companies/source-of-asia/d75862f9-fe32-491a-9efc-be94a1d763d1,,,Software Engineering,Việc làm fulltime,,,"English,Java,SQL,Python,C#,Automation Testing",International Trade and Development,11-50 nhân viên,,Hà Nội,11 ngày trước,nhật 1 giờ trước,2022-11-11 16:09:00
1641,Creative Intern/Fresher Copywriter,https://glints.com/vn/opportunities/jobs/creative-intern-fresher-copywriter/3655cd63-de14-4bc1-95f8-b692491625a2,Blueseed Group,https://glints.com/vn/companies/blueseed-group/a99c6180-6da4-4243-ae1d-9682a988e90b,,,Marketing,Việc làm fulltime,Dưới một năm kinh nghiệm,,"Digital Marketing,Creativity Skills,Creative Thinking,Social Media,Channel Partners",Marketing and Advertising,51-200 nhân viên,"Địa chỉ văn phòng17-19 Tôn Thất Tùng, Quận 1, Hồ Chí Minh",Ho Chi Minh City,2 tháng trước,nhật hôm qua,2022-11-11 16:09:05
1642,Account Executive (CV in English),https://glints.com/vn/opportunities/jobs/account-executive-cv-in-english/0c6da7d3-4ddb-421d-93d9-85e7a5cf54f9,Hello Health Group,https://glints.com/vn/companies/hello-health-group/833b6304-2c08-43f1-8bbe-288ab411c29b,VND10.000.000 - 15.000.000/month,VND,Other,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Client Relationship Strengthening,dealing with client,Client Services","Health, Wellness and Fitness",201-500 nhân viên,Địa chỉ văn phòngTầng 5 - Toà nhà Sonatus - 15 Lê Thánh Tôn - Phường Bến Nghé  - Quận 1,Ho Chi Minh City,2 tháng trước,nhật 9 ngày trước,2022-11-11 16:09:11
1643,[HN] Frontend Developer,https://glints.com/vn/opportunities/jobs/hn-frontend-developer/5df7031a-a454-4d33-aa52-f58b0793d4fb,Công ty Cổ phần Tập đoàn Công nghệ Unicloud (Unicloud Group),https://glints.com/vn/companies/cong-ty-co-phan-tap-doan-cong-nghe-unicloud-unicloud-group/9ab0e26e-c40e-4396-9954-ac1a37a1c64a,VND15.000.000 - 45.000.100/month,VND,Software Engineering,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"JavaScript,ReactJS,Angular",Information Technology and Services,201-500 nhân viên,"Địa chỉ văn phòngBlock 5, Lô I-3B-1, Đường N6, Đ. D1, Phường Tân Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",Hà Nội,24 ngày trước,nhật 22 ngày trước,2022-11-11 16:09:17
1644,NHÂN VIÊN HÀNH CHÍNH VĂN PHÒNG,https://glints.com/vn/opportunities/jobs/nhan-vien-hanh-chinh-van-phong/c776813d-05bb-4de1-bf50-8dc153fd99b4,CÔNG TY CỔ PHẦN NỘI THẤT ĐÔNG Á,https://glints.com/vn/companies/cong-ty-co-phan-noi-that-dong-a/07b5d602-1f0c-4a68-b9f8-e9b6405c3517,VND7.000.000 - 12.000.000/month,VND,Human Resource,Việc làm fulltime,Dưới một năm kinh nghiệm,,"Human Resources,Human Resource Management,Human Development",,11-50 nhân viên,"Địa chỉ văn phòng2A Nguyễn Oanh, Phường 07, quận Gò Vấp",Ho Chi Minh City,5 tháng trước,nhật 2 ngày trước,2022-11-11 16:09:24
1645,Freelance Consecutive Interpreter based in Vietnam,https://glints.com/vn/opportunities/jobs/freelance-consecutive-interpreter-based-in-vietnam/034ee26d-0073-44ff-be1d-1fb448a762a3,Elite Asia,https://glints.com/vn/companies/elite-asia/cf086b82-de13-49ba-8f50-03a6f49a3e3c,,,Language and Translation,Việc làm freelance,1 - 3 năm kinh nghiệm,,"Interpreter,Consecutive interpreter,Japanese Interpreter,Consecutive Interpretation,English Interpreter",Writing and Editing,11-50 nhân viên,"Địa chỉ văn phòng6 Shenton Way, #22-08, OUE Downtown 2, Singapore 068809",Ho Chi Minh City,1 tháng trước,nhật 1 tháng trước,2022-11-11 16:09:31
1646,[FTI/CT] Nhân Viên Kinh Doanh Dự Án (B2B),https://glints.com/vn/opportunities/jobs/fti-ct-nhan-vien-kinh-doanh-du-an-b2b/d1aeeddd-2bcd-4fe8-a87c-987534ef16d3,FPT Telecom International,https://glints.com/vn/companies/fpt-telecom-international/8ee2df83-31d0-4c9f-90bc-fa417cfca7a0,VND8.000.000 - 30.000.000/month,VND,Business Development / Sales,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Sales,B2b Sales,Good Communication Skills",Telecommunications,501 - 1000 nhân viên,"Địa chỉ văn phòngTầng 1, Tòa nhà FPT Tân Thuận 2, Đường Tân Thuận, Khu chế xuất Tân Thuận, Phường Tân Thuận Đông, Quận 7, TPHCM/ Tầng 17-18A , FPT Tower số 10 Phạm Văn Bạch, Cầu Giấy, TP.Hà Nội",Cần Thơ,4 tháng trước,nhật 4 tháng trước,2022-11-11 16:09:37
1647,NHÂN VIÊN VĂN PHÒNG,https://glints.com/vn/opportunities/jobs/nhan-vien-van-phong/96d51078-2d73-4aac-b4fe-f1acef836f6f,CÔNG TY CỔ PHẦN NỘI THẤT ĐÔNG Á,https://glints.com/vn/companies/cong-ty-co-phan-noi-that-dong-a/07b5d602-1f0c-4a68-b9f8-e9b6405c3517,VND8.000.000 - 10.000.000/month,VND,Human Resource,Việc làm fulltime,Dưới một năm kinh nghiệm,,"Office Management,Human Resources,Human Development,Office Administration",,11-50 nhân viên,"Địa chỉ văn phòng2A Nguyễn Oanh, Phường 07, quận Gò Vấp",Ho Chi Minh City,6 tháng trước,nhật 14 giờ trước,2022-11-11 16:09:44
1648,[FTI/HCM] Nhân Viên Kinh Doanh Dự Án (B2B),https://glints.com/vn/opportunities/jobs/fti-hcm-nhan-vien-kinh-doanh-du-an-b2b/19058372-b21a-4a11-bf53-d96338b1012b,FPT Telecom International,https://glints.com/vn/companies/fpt-telecom-international/8ee2df83-31d0-4c9f-90bc-fa417cfca7a0,VND8.000.000 - 30.000.000/month,VND,Business Development / Sales,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Sales,Sales Presentations,B2b Sales,Good Communication Skills",Telecommunications,501 - 1000 nhân viên,"Địa chỉ văn phòngTầng 1, Tòa nhà FPT Tân Thuận 2, Đường Tân Thuận, Khu chế xuất Tân Thuận, Phường Tân Thuận Đông, Quận 7, TPHCM/ Tầng 17-18A , FPT Tower số 10 Phạm Văn Bạch, Cầu Giấy, TP.Hà Nội",Ho Chi Minh City,5 tháng trước,nhật 4 tháng trước,2022-11-11 16:09:51
1649,Mid-Senior Java Developer (Middle Office) ,https://glints.com/vn/opportunities/jobs/mid-senior-java-developer-middle-office/ce317194-c028-4afb-af14-4b1cbc8ab14c,Condodo Technology,https://glints.com/vn/companies/condodo-technology/1eeb5501-eb3c-43e1-8adb-45b0c14f79c5,USD700 - 1.700/month,USD,Other,Việc làm fulltime,3 - 5 năm kinh nghiệm,,"OOP,Ci/cd,Amazon Web Services (AWS)",Management Consulting,11-50 nhân viên,"Địa chỉ văn phòng57-59 Hồ Tùng Mậu, Bến Nghé, Quận 1",Ho Chi Minh City,3 tháng trước,nhật 3 tháng trước,2022-11-11 16:09:58
1650,[HCM] Dynamite tuyển dụng Game Designer,https://glints.com/vn/opportunities/jobs/hcm-dynamite-tuyen-dung-game-designer/58efad2a-776d-47ee-baf2-0de04be8d879,DigiSource,https://glints.com/vn/companies/digisource/f791c6ce-53df-4e71-adab-fa30fe5da59c,USD700 - 1.000/month,USD,Design,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Unity,Unity3D,Game Design",Management Consulting,51-200 nhân viên,"Địa chỉ văn phòng59 Đường Hồ Tùng Mậu, Quận 1, Thành phố Hồ Chí Minh",Ho Chi Minh City,1 tháng trước,nhật 1 tháng trước,2022-11-11 16:10:05
1651,Senior Marketing Executive,https://glints.com/vn/opportunities/jobs/senior-marketing-executive/aaceea38-be3f-4ec0-97ed-8ea127d6a16d,Ru9,https://glints.com/vn/companies/ru9/2d40db7f-3330-4e7f-b790-c3ec0964a253,VND15.000.000 - 20.000.000/month,VND,Marketing,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Marketing Communications,Social Media Marketing,Digital Marketing,Product Marketing,Content Marketing,Content Strategy",Retail,11-50 nhân viên,,Ho Chi Minh City,2 tháng trước,nhật hôm qua,2022-11-11 16:10:12
1652,Social Media Executive,https://glints.com/vn/opportunities/jobs/social-media-executive/3ca900cd-a311-4a57-b487-ea858290af3c,Nct Corporation,https://glints.com/vn/companies/nct-corporation/a2449ab6-e494-455f-b4e1-d205778d8b02,IDR100 - 200/month,IDR,Media & Communications,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Digital Marketing,Content Writing,Social Media,Music",Entertainment,11-50 nhân viên,"Địa chỉ văn phòngFloor 19th, The 678 Tower, No 67, Hoang Van Thai Street, Tan Phu Ward, District 7, Ho Chi Minh",Ho Chi Minh City,1 tháng trước,nhật 1 tháng trước,2022-11-11 16:10:18
1653,Quản Lý Kinh Doanh Khu Vực Biên Hòa,https://glints.com/vn/opportunities/jobs/quan-ly-kinh-doanh-khu-vuc-bien-hoa/b3efeefd-dcd1-49cb-9b84-fb5a344f58ab,Công ty CP Giáo dục và Đào tạo IMAP Việt Nam,https://glints.com/vn/companies/cong-ty-cp-giao-duc-va-dao-tao-imap-viet-nam/b5f22dcd-6835-4800-98d2-7e83871668b0,VND20.000.000 - 40.000.000/month,VND,Business Development / Sales,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Tốt Nghiệp Đại Học,quản lý điều hành,Quản Trị Kinh Doanh",Education Management,1001 - 5000 nhân viên,"Địa chỉ văn phòngSố 14 đường Trần Kim Xuyến, Cầu Giấy, Hà Nội",Biên Hòa,29 ngày trước,nhật 29 ngày trước,2022-11-11 16:10:23
1654,Technical Recruiter (Remote Possible),https://glints.com/vn/opportunities/jobs/technical-recruiter-remote-possible/4c6b6fb7-352b-4afc-b27a-941df141642d,Glints Vietnam,https://glints.com/vn/companies/glints-vietnam/a8741a2a-4583-46f2-8578-5d0c1a970aec,,,Other,Việc làm fulltime,,,,Internet,51-200 nhân viên,,Ho Chi Minh City,2 tháng trước,nhật 7 ngày trước,2022-11-11 16:10:29
1655,[Glints 5 Ngày] Blockchain Developer,https://glints.com/vn/opportunities/jobs/glints-5-ngay-blockchain-developer/e7f4b377-97d0-4c3d-a077-840cb61cbe22,Socious,https://glints.com/vn/companies/socious/b8861f3a-96df-4863-85ab-196c9f7a59b8,JPY716.667 - 1.433.333/month,JPY,Software Engineering,Việc làm fulltime,3 - 5 năm kinh nghiệm,,"Excellent Communication Skills,Solidity,Self-motivated,Software Development,Bachelors Degree > Bachelors Degree Computer Science,Problem-solving Skills",,11-50 nhân viên,,Ho Chi Minh City,18 ngày trước,nhật 4 ngày trước,2022-11-11 16:10:40
1656,Office Executive,https://glints.com/vn/opportunities/jobs/office-executive/351dad2d-03de-4149-8b65-88f574c4c79b,SENCAR VIỆT NAM,https://glints.com/vn/companies/sencar-viet-nam/e3701f54-6166-466f-b5ba-8a972a39a13a,,,Administrative,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Problem Solving,Multi-tasking,Good Communication Skills,Time Management",Consumer Services,11-50 nhân viên,"Địa chỉ văn phòng3 Nguyễn Cơ Thạch, An Lợi Đông, Quận 2",Ho Chi Minh City,2 tháng trước,nhật 2 tháng trước,2022-11-11 16:10:49
1657,Quản Lý Cơ Sở Nha Trang,https://glints.com/vn/opportunities/jobs/quan-ly-co-so-nha-trang/29bc9282-27ca-4a21-9925-48af4bb3d955,Công ty CP Giáo dục và Đào tạo IMAP Việt Nam,https://glints.com/vn/companies/cong-ty-cp-giao-duc-va-dao-tao-imap-viet-nam/b5f22dcd-6835-4800-98d2-7e83871668b0,VND18.000.000 - 40.000.000/month,VND,Education,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Tốt Nghiệp Đại Học,Thành Thạo Tin Học,Quản Trị Kinh Doanh",Education Management,1001 - 5000 nhân viên,"Địa chỉ văn phòngSố 14 đường Trần Kim Xuyến, Cầu Giấy, Hà Nội",Nha Trang,29 ngày trước,nhật 21 ngày trước,2022-11-11 16:10:55
1658,Quản Lý Cơ Sở Nha Trang,https://glints.com/vn/opportunities/jobs/quan-ly-co-so-nha-trang/fd57f90e-45c8-4389-acf0-b5a0d742bbcb,Công ty CP Giáo dục và Đào tạo IMAP Việt Nam,https://glints.com/vn/companies/cong-ty-cp-giao-duc-va-dao-tao-imap-viet-nam/b5f22dcd-6835-4800-98d2-7e83871668b0,VND18.000.000 - 40.000.000/month,VND,Education,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Tiếng Anh Giao Tiếp Tốt,Tốt Nghiệp Đại Học,Quản Trị Kinh Doanh",Education Management,1001 - 5000 nhân viên,"Địa chỉ văn phòngSố 14 đường Trần Kim Xuyến, Cầu Giấy, Hà Nội",Nha Trang,29 ngày trước,nhật 28 ngày trước,2022-11-11 16:11:00
1659,Social Media & Community Specialist,https://glints.com/vn/opportunities/jobs/social-media-and-community-specialist/25ca276e-afb8-4db3-b774-136aa8c8f6f4,Nex10 Labs Pte.ltd,https://glints.com/vn/companies/nex10-labs-pteltd/af350e39-01be-4ce2-8656-91de3eeb47e4,,,Marketing,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Social Media Marketing,strategic partnership,Good Communication Skills",,51-200 nhân viên,,Ho Chi Minh City,7 tháng trước,nhật 17 ngày trước,2022-11-11 16:11:05
1660,PERSONAL ASSISTANT ,https://glints.com/vn/opportunities/jobs/personal-assistant/74a54549-c319-4ff1-ba8c-1ae40d2c7871,EGG HUNTER,https://glints.com/vn/companies/egg-hunter/40dcf49f-48b9-48e5-9340-74549dbc92b8,IDR100 - 200/month,IDR,Other,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Time Management,Personal Assistant,Administration",Information Technology and Services,11-50 nhân viên,"Địa chỉ văn phòng57E Tú Xương, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh",Ho Chi Minh City,1 tháng trước,nhật 1 tháng trước,2022-11-11 16:11:11
1661,Mid/Senior ReactJs/Vuejs Developer,https://glints.com/vn/opportunities/jobs/mid-senior-reactjs-vuejs-developer/2d1da464-9964-4389-b3e8-ca7b8dcb8285,Silicon Stack Pty Ltd,https://glints.com/vn/companies/silicon-stack-pty-ltd/6705085f-e061-43be-b23d-d4c140b60242,USD1.200 - 2.000/month,USD,Software Engineering,Việc làm fulltime,3 - 5 năm kinh nghiệm,,"ReactJS,Web Development,Front End,Vuejs",Computer Software,51-200 nhân viên,"Địa chỉ văn phòng82 Trần Huy Liệu, Phường 15, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",Ho Chi Minh City,3 tháng trước,nhật hôm qua,2022-11-11 16:11:16
1662,TRƯỞNG PHÒNG MARKETING,https://glints.com/vn/opportunities/jobs/truong-phong-marketing/16c57ca7-8e4e-461b-be4f-a3e5887eee69,CÔNG TY CỔ PHẦN FIFA INVEST,https://glints.com/vn/companies/cong-ty-co-phan-fifa-invest/595f0129-1a5b-4569-96d6-ef6e545b85e4,VND25.000.000 - 30.000.000/month,VND,Marketing,Việc làm fulltime,3 - 5 năm kinh nghiệm,,"Marketing,Kỹ năng quản lý dự án,Good Communication Skills",,201-500 nhân viên,"Địa chỉ văn phòngKhu biệt thự SADECO, Bình Hưng, Bình Chánh",Ho Chi Minh City,7 ngày trước,nhật 4 ngày trước,2022-11-11 16:11:25
1663,Nhân viên Kinh doanh (Part-time),https://glints.com/vn/opportunities/jobs/nhan-vien-kinh-doanh-part-time/0041863f-3871-4408-b263-375c51bfe529,ADAM Muzic,https://glints.com/vn/companies/adam-muzic/5a93dfcb-6718-4de9-993f-a72062ce10bd,VND20.000/hour,VND,Business Development / Sales,Việc làm part time,,,"Tiếp Thu Nhanh,Giao Tiếp Tốt,Tin học văn phòng,xử lý tình huống.,Chăm Sóc Khách Hàng,Ngoại Hình Ưa Nhìn",Entertainment,51-200 nhân viên,"Địa chỉ văn phòng192 Võ Thị Sáu, Phường 7, Quận 3, TP.HCM.",Ho Chi Minh City,3 tháng trước,nhật 10 ngày trước,2022-11-11 16:11:32
1664,Nhân Viên Chăm Sóc Khách Hàng,https://glints.com/vn/opportunities/jobs/nhan-vien-cham-soc-khach-hang/106d7dbf-fa35-4699-bed8-d7940b2c64be,THE FANSI,https://glints.com/vn/companies/the-fansi/f0e9f762-dc30-4bd1-b833-7957830427fa,VND8.000.000/month,VND,Business Development / Sales,Việc làm fulltime,Dưới một năm kinh nghiệm,,"Khả Năng Giao Tiếp Tốt,Giới Tính Nữ,Giọng Nói Dễ Nghe",Cosmetics,51-200 nhân viên,"Địa chỉ văn phòng215E17 Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",Ho Chi Minh City,3 tháng trước,nhật 3 tháng trước,2022-11-11 16:11:39
1665,ENVIRONMENT ART DIRECTOR,https://glints.com/vn/opportunities/jobs/environment-art-director/460dcd4d-0ed8-4932-9e60-c65bce61e4a5,Glass Egg – a Virtuos Studio,https://glints.com/vn/companies/glass-egg-a-virtuos-studio/52640ce0-9608-4248-9bdc-66e0a60ddb7b,,,Design,Việc làm fulltime,5 - 10 năm kinh nghiệm,,"Substance Designer,Substance Painter,ZBrush,Autodesk Maya,Autodesk 3ds Max,Adobe Photoshop",Computer Games,201-500 nhân viên,"Địa chỉ văn phòng17th Floor, REE Tower - 9 Doan Van Bo St., Ward 12, Dist 4, HCMC, Vietnam",Ho Chi Minh City,3 tháng trước,nhật 2 tháng trước,2022-11-11 16:11:48
1666,CHARACTER ART DIRECTOR,https://glints.com/vn/opportunities/jobs/character-art-director/318e39a1-ea8c-46fd-94fd-149504d5c157,Glass Egg – a Virtuos Studio,https://glints.com/vn/companies/glass-egg-a-virtuos-studio/52640ce0-9608-4248-9bdc-66e0a60ddb7b,,,Design,Việc làm fulltime,5 - 10 năm kinh nghiệm,,"Substance Designer,Substance Painter,ZBrush,Autodesk Maya,Autodesk 3ds Max,Adobe Photoshop",Computer Games,201-500 nhân viên,"Địa chỉ văn phòng17th Floor, REE Tower - 9 Doan Van Bo St., Ward 12, Dist 4, HCMC, Vietnam",Ho Chi Minh City,3 tháng trước,nhật 2 tháng trước,2022-11-11 16:11:55
1667,UI/UX Designer ,https://glints.com/vn/opportunities/jobs/ui-ux-designer/b9da4d28-2f4c-49be-b3e9-8d5a4237a438,Mediastep Software Inc.,https://glints.com/vn/companies/mediastep-software-inc/2ae81a71-2503-4348-a608-26d55bbc62f4,USD2.000/month,USD,Design,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"UI/UX Design,Figma,Web Design",Computer Software,,,Ho Chi Minh City,5 tháng trước,nhật hôm qua,2022-11-11 16:12:02
1668,Business Consultant/Business Development,https://glints.com/vn/opportunities/jobs/business-consultant-business-development/69d36e85-44fb-46fe-9e57-ed98bc2df501,Synodus,https://glints.com/vn/companies/synodus/719118bd-8cc9-466f-af33-bfb70909f268,VND20.000.000/month,VND,Business Development / Sales,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Negotiation,B2b Sales,Sales Marketing",,201-500 nhân viên,"Địa chỉ văn phòng3rd floor - Shopping Center, FLC Twin tower, 265 Cau Giay",Hà Nội,1 tháng trước,nhật 1 tháng trước,2022-11-11 16:12:08
1669,Director Assistant ,https://glints.com/vn/opportunities/jobs/director-assistant/b9362f2e-9cb3-495f-b647-ac9fcd3fb2f3,CÔNG TY TNHH THƯƠNG MẠI CHIE.CO,https://glints.com/vn/companies/cong-ty-tnhh-thuong-mai-chieco/28b95ed4-5a4e-45b3-a69f-57e52a5e3ca4,,,Administrative,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Problem Solving And Time Management,Office Administration,Sales Marketing",Furniture,11-50 nhân viên,"Địa chỉ văn phòngSố 32, đường 51, Phường An Phú, Quận Thủ Đức, TP. Hồ Chí Minh (Quận 2 cũ)",Ho Chi Minh City,2 tháng trước,nhật 1 tháng trước,2022-11-11 16:12:13
1670,SOCIAL MEDIA LEADER,https://glints.com/vn/opportunities/jobs/social-media-leader/63353026-6f66-45fb-9c6c-cb59105bff6b,Redcarpet Agency,https://glints.com/vn/companies/redcarpet-agency/b3b17fdd-443e-4ae6-9918-d44f65b71cc5,VND25.000.000 - 30.000.000/month,VND,Media & Communications,Việc làm fulltime,3 - 5 năm kinh nghiệm,,"Good Comunication Skill,Social Media,Management,Content Creation",Marketing and Advertising,,,Ho Chi Minh City,3 tháng trước,nhật 3 ngày trước,2022-11-11 16:12:18
1671,Automation Maintenance,https://glints.com/vn/opportunities/jobs/automation-maintenance/47b22077-a52e-4b98-a338-6a41e471ec3a,ANHEUSER-BUSCH INBEV SOUTHEAST ASIA,https://glints.com/vn/companies/anheuser-busch-inbev-southeast-asia/d25f2850-95b6-4d2c-8d4b-99450f04d423,,,Other,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Project Planning,Problem Solving And Time Management,Good Communication Skills",,501 - 1000 nhân viên,"Địa chỉ văn phòng09th Floor, Agrex Building, No.58, Vo Van Tan Street, District 03, HCMC",Ho Chi Minh City,7 tháng trước,nhật 6 tháng trước,2022-11-11 16:12:23
1672,PRODUCT MARKETING MANAGER,https://glints.com/vn/opportunities/jobs/product-marketing-manager/04d8673f-4f4f-446b-8b2d-f7ce3fe46aee,"Idocean Co.,ltd",https://glints.com/vn/companies/idocean-co-ltd/767adcb0-d4f4-4d36-b8aa-6b5458261439,,,Marketing,Việc làm fulltime,3 - 5 năm kinh nghiệm,,"Change Management,Business Insight,Project Management,Strong Analytical Skills,Product Innovation,Good Communication Skills,Customer Insight",Food & Beverages,51-200 nhân viên,"Địa chỉ văn phòngY10 Hồng Lĩnh,Phường 15, Quận 10 - TPHCM",Ho Chi Minh City,27 ngày trước,nhật 25 ngày trước,2022-11-11 16:12:29
1673,Thực Tập Sinh Frontend,https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-frontend/24a49580-295d-4062-99ba-676d12403205,Elsa Speak,https://glints.com/vn/companies/elsa-speak/5d5e6b34-3613-4322-834e-a3673703fc29,,,Software Engineering,Thực Tập,,,"UI/UX Design,Information Technology,Front End",,,,Ho Chi Minh City,11 tháng trước,nhật 2 tháng trước,2022-11-11 16:12:35
1674,Deputy Brand Manager | Phong Vũ Computer,https://glints.com/vn/opportunities/jobs/deputy-brand-manager-phong-vu-computer/ce729973-5934-4be3-b0a0-81ffa088984c,Vnshop,https://glints.com/companies/vnshop/f43e14bb-333b-4acf-a273-c269c9b7cf4c,VND30.000.000 - 40.000.000/month,VND,Marketing,Việc làm fulltime,3 - 5 năm kinh nghiệm,,"Brand Marketing,Project Management,Digital Media,Media Relations,Social Media Marketing,Content Strategy",Internet,501 - 1000 nhân viên,"Địa chỉ văn phòng17 Bà Huyện Thanh Quan, Quận 3",Ho Chi Minh City,10 tháng trước,nhật 1 tháng trước,2022-11-11 16:12:40
1675,[Agency] Design Intern ,https://glints.com/vn/opportunities/jobs/agency-design-intern/125e4893-dbff-4010-94ee-2b6e42197cf9,Networld Asia,https://glints.com/vn/companies/networld-asia/f6a8d077-9219-40a4-9c4e-481fc18362fe,VND4.000.000/month,VND,Design,Thực Tập,Dưới một năm kinh nghiệm,,"Social Media Marketing,Adobe Illustrator,Marketing Trends,Adobe Photoshop",Marketing and Advertising,51-200 nhân viên,"Địa chỉ văn phòng5th Floor, SFC Building, 09 Dinh Tien Hoang, Da Kao Ward, District 1, HCMC",Ho Chi Minh City,4 tháng trước,nhật 7 ngày trước,2022-11-11 16:12:47
1676,Senior Power Platform Developer,https://glints.com/vn/opportunities/jobs/senior-power-platform-developer/e9f35aff-0d1c-44f0-9990-07a143de59cd,Ekino Vietnam,https://glints.com/vn/companies/ekino-vietnam/5745fe75-300e-477a-b115-713883cee49b,IDR100 - 200/month,IDR,Software Engineering,Việc làm fulltime,,,"POWER PLATFORM DEVELOPER,English Language,Microsoft 365",Information Technology and Services,51-200 nhân viên,,Ho Chi Minh City,15 ngày trước,nhật 15 ngày trước,2022-11-11 16:12:52
1677,Senior Planner (Advertising Agency),https://glints.com/vn/opportunities/jobs/senior-planner-advertising-agency/f0885611-be6d-4d4c-91ba-dc37aea82469,TBWA\Group Vietnam,https://glints.com/vn/companies/tbwagroup-vietnam/5fd3d1f7-865d-4591-b4f6-cad563c6bfaf,,,Marketing,Việc làm fulltime,3 - 5 năm kinh nghiệm,,"Project Planning,Marketing Planning,Strategic Planning",Marketing and Advertising,51-200 nhân viên,"Địa chỉ văn phòng4th Floor  9 Dinh Tien Hoang St.  Da Kao Ward, District 1,   Ho Chi Minh City, Vietnam",Ho Chi Minh City,11 ngày trước,nhật 10 ngày trước,2022-11-11 16:12:57
1678,Frontend Developer,https://glints.com/vn/opportunities/jobs/frontend-developer/77936abd-0d77-43ce-93b8-3bb18ab8bc24,Công ty Cổ phần Tập đoàn Công nghệ Unicloud (Unicloud Group),https://glints.com/vn/companies/cong-ty-co-phan-tap-doan-cong-nghe-unicloud-unicloud-group/9ab0e26e-c40e-4396-9954-ac1a37a1c64a,VND20.000.000 - 30.000.000/month,VND,Software Engineering,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Công Nghệ Thông Tin,ReactJS,Cao Đẳng / Đại Học",Information Technology and Services,201-500 nhân viên,"Địa chỉ văn phòngBlock 5, Lô I-3B-1, Đường N6, Đ. D1, Phường Tân Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",Hà Nội,20 ngày trước,nhật hôm qua,2022-11-11 16:13:04
